name,latitude,longitude,2013,2014,2015,2016,2017,2018,2019
Mira Loma,34.0131,-117.5375,4.138,4.343,3.474,3.908,3.852,3.2800000000000000,2.661
Misenheimer Farm,35.4686,-80.2936,,,0.064,9.1,9.422,8.45,8.649000000000000
Moapa Southern Paiute,36.5299,-114.7703,,,,77.107,628.585,624.453,599.72
Mocksville Farm,35.8786,-80.5419,8.945,9.176,8.894,9.46,9.062,8.69,8.755
Mocksville Solar,35.8339,-80.5744,,,,0.6930000000000000,26.54,25.729,26.939
Modlin Solar Farm,35.8503,-77.1102,,,,1.859,10.066,9.291,9.858
Moffett Solar Project,32.6207,-80.9802,,,,,3,143.891,144.229
Mohave Electric Cooperative at Joy Lane,34.9843,-114.5565,,,,,,,29.723
Mohave Electric at Fort Mohave,34.9843,-114.5565,,,7.37,14.636000000000000,39.336,39.871,9.649000000000000
Mojave Solar Project,35.0177,-117.3391,,,503.576,624.907,594.03,605.1800000000000,514.484
Moncure Farm LLC,35.5683,-79.0325,,4.813,6.024,6.377,6.243,5.889,5.953
Monroe County Sites A & B,43.1741,-77.3922,,,,,0.002,4.513,4.779
Monroe County Sites C  D  & E,43.3188,-77.7402,,,,,0.007,8.814,8.933
Monroe Moore Farm,34.9719,-80.6019,,,,0.229,9.852,8.754,9.33
Monroe Solar Facility,34.9299,-80.6256,,,,,87.404,93.06,96.863
Monroeville Solar,41.2301,-82.7118,,,,,,,3.9450000000000000
Monson Solar,42.1244,-72.3325,,1.1460000000000000,3.8770000000000000,4.168,4.043,4.456,4.077
MontSun Community Solar,45.0603,-93.9047,,,,,0.26,8.24868,7.588
Montague Site 36-Grosolar,42.5,-72.5,,,,,,0.609,5.8
Montana Solar Facility,31.8131,-106.2189,,,,,4.851,8.417,8.353
Montevideo Solar LLC  CSG,44.8995,-95.6942,,,,,,0,4.18
Montgomery Solar LLC,35.3444,-79.7683,,,0.512,40.223,40.815,38.199,38.493
Montgomery Winsted CSG,44.9517,-94.0556,,,,,0.431,4.882,4.358
Monticello Project CSG,45.2722,-93.8278,,,,,,0.11979000000000000,6.091
Montrose Solar,45.0556,-93.9228,,,,0,5.032,6.455,6.123
Moore Solar Farm,36.2732,-79.7592,0.308,8.115,8.424,9.116,8.693,8.029,8.098
Moorings Farm,35.3058,-77.8292,2.335,8.738,8.49,8.73,8.086,7.75,7.953
Moorings Farm 2,35.3057,-77.8289,,,,,2.4170000000000000,9.487,9.293000000000000
Morelos del Sol,35.7314,-119.8187,,,0,39.044000000000000,38.771,38.754,35.953
Morgan Community Solar,44.4132,-94.9076,,,,,3.084,5.423,4.741
Morgan Farm  LLC,36.0956,-78.152,,,0.436,9.919,9.842,9.381,9.381
Morgan's Corner,36.4211,-76.3642,,,0.117,33.104,33.448,27.862000000000000,29.487000000000000
Morin Solar 2013 LLC,42.167,-72.1929,,,,6.792,6.625,6.155,6.529
Mount Olive Farm,35.2019,-78.0817,,0.423,9.924,10.477,9.978,9.595,9.488
Mount Saint Mary's,39.675,-77.345,23.619,23.18,23.185,21.845,20.912,19.646,20.092
Mount Signal Solar Farm V,32.6788,-115.5672,,,,,,79.767,624.5310000000000
Mountain View Solar,36.3906,-114.9644,,53.248000000000000,53.326,53.118,53.496,54.375,53.154
Mt Olive Farm 2,35.2181,-78.0697,6.0440000000000000,9.009,8.912,9.111,9.302,8.835,8.926
Mt Olive Solar 1,35.1811,-78.0969,,,5.038,9.401,8.738,8.39,8.701
Mt. Home Solar 1  LLC,43.129,-115.752,,,,,38.043,47.324,50.022
Mt. Tom Solar Project Hybrid,42.2686,-72.603,,,,0,5.91,0,5.977
Mulberry Farm LLC,35.1319,-88.5867,,1.108,27.362000000000000,27.333000000000000,25.603,25.483,23.039
Munich Re Plaza,40.3503,-74.5927,,2.79,2.668,2.744,2.619,2.31,2.652
Munro Valley Solar,36.2647,-117.9955,,,,0.405,8.651,10.596,9.851
Murdock Solar,35.6633,-78.5206,,,,7.597,7.582,7.04,7.048
Murphy Flat Solar,43.213,-116.439,,,,,27.1,45.755,46.442
Mustang Solar,35.4162,-79.576,,,,,,4.488,10.141
NC 102 Project LLC,35.2925,-80.4975,,,,,,16.81,129.094
NHA at Mansfield NJ,40.76,-74.935,,,,3.203,7.5040000000000000,6.758,7.5520000000000000
NIST Solar,39.127,-77.216,,,,,,0,6.321
NJ Oak Solar Plant,39.3806,-75.1883,17.254,16.697,15.921000000000000,15.995000000000000,15.166,13.788,14.626
NVSS-II,36.2751,-115.9723,,,,,,,3.059
Napoleon Solar I,41.3884,-84.0958,14.343,14.283,13.335,13.655000000000000,12.700000000000000,11.713000000000000,12.234
Nash 58 Farm,36.0472,-78.0308,,9.192,9.156,9.547,9.264,8.635,8.872
Nash 64 Farm,35.9494,-78.0925,,2.4908400000000000,7.558,7.819,7.755,7.335,7.315
Nash 97 Solar  LLC,35.8493,-78.2115,,,,8.081,9.84,9.358,9.375
Nautilus Goat Island Solar CSG LLC,41.9418,-71.662,,,,,,,1.027
Nautilus Saint Cloud Solar CSG,45.4956,-94.1189,,,,,,,4.914
Nautilus Winsted Solar CSG,44.9489,-94.0857,,,,,,,3.512
Naval Air Weapons Station China Lake,35.6877,-117.6814,23.899,29.091,28.053,29.424,28.476,26.825,23.952
Nellis Air Force Base Solar Array,36.2603,-115.0544,31.758,31.202,30.428,19.725,28.213,26.91,26.474
Nellis Solar PV II,36.2067,-115.0477,,,2.076,40.566,40.225,40.65,39.444
Nesvold Watertown Solar,44.9371,-93.8287,,,,,0.481,7.54,7.4510000000000000
Nevada Solar One,35.7998,-114.9817,115.10400000000000,118.804,107.792,119.131,120.60300000000000,112.95100000000000,112.548
New Bedford (MA) Plymouth,41.9254,-70.649,,2.656,6.557,6.416,5.938,6.74,6.644
New Bern Farm,35.2096,-77.0567,,6.84387,9.191,9.152000000000000,9.155,7.855,8.557
New Road Solar  LLC,40.4032,-74.5678,,,,,,7.284,16.732
Newfield Community Solar LLC,42.3913,-76.5642,,,,,,,7.714
Newman Solar,31.9783,-106.4275,,0.719,27.216,28.208000000000000,27.5,26.326,26.993000000000000
NextEra Westside PV,36.3818,-120.1345,,,,,46.016,53.757,50.747
Nextsun Energy Littleton,42.5515,-71.5102,,,,,,,5.78
Nick Solar,35.9911,-79.5481,,,,9.696,9.225,8.492,8.648
Nickelson Solar  LLC,34.7471,-77.9874,,,,,,0.191,9.161
Nicolis Solar PV Plant,35.8358,-119.0561,,,,10.254,50.804,49.884,50.194
Nitro Solar,35.4869,-78.3139,,,2.961,7.469,2.952,7.9670000000000000,7.3020000000000000
Nixa Solar  LLC,37.0439,-93.339,,,,,1.708,15.036,14.951
NorWest Energy 2  LLC,44.068,-121.2284,,,,0,0,21.659,20.706
NorWest Energy 4  LLC,42.695,-121.614,,,,,,0.022,10.692
NorWest Energy 9 LLC,45.917,-119.343,,,,,,0,11.511000000000000
North 301 Solar,36.213,-77.624,,,,,,,1.181
North Brookfield,42.2781,-72.0531,,2.42,4.29165,4.377,4.03,4.188,4.425
North Carolina Solar III LLC,34.7667,-79.5597,0.445,9.216000000000000,8.941,9.137,9.487,8.69,8.817
North Gainesville Solar,33.6561,-97.1486,,,,,0,9.245000000000000,9.337
North Jersey Media Group Solar Facility,40.9242,-74.4947,5.432,5.978,6.067,6.33,5.819,5.36,5.406
North Kern State Prison Phase II,35.7804,-119.3088,,,,,,,7.313
North Lancaster Ranch,34.7195,-118.313,,,,0.969,39.524,38.558,38.878
North Nash Farm  LLC,36.0703,-78.0383,,,,9.65,10.054,9.478,9.673
North Palm Springs 4A,33.9097,-116.5625,7.496,6.849,5.4590000000000000,5.63,3.39,4.12,9.742
North Rosamond Solar LLC,34.862,-118.38,,,,,,,234.168
North Run,40.0696,-74.5848,,,7.931,8.106,7.6160000000000000,7.2490000000000000,7.938
North Star Solar,36.73,-120.41,,,82.693,149.639,157.074,155.621,149.669
North Star Solar Project,45.47,-92.91,,,,1.742,189.422,197.257,177.992
NorthPark Solar,40.2577,-74.442,,,,,,,16.415
Northfield Community Solar,44.4754,-93.1983,,,,0,8.168000000000000,8.313,6.639
Northfield Holdco CSG,44.4579,-93.1246,,,,,0.194,7.898000000000000,8.023
Novel - OYA of Mapleton CSG,43.93,-93.96,,,,,,1.2,5.017
Novel OYA of Osakis CSG,45.85,-95.15,,,,,,0.303,8.195
O'Fallon Renewable Energy Center,38.8266,-90.6781,,,,,5.9430000000000000,6.148,6.151
OCI Alamo 2  LLC,29.4694,-98.3319,,7.7090000000000000,8.178,4.297,8.608,7.207,8.057
OCI Alamo 3 LLC,29.4792,-98.2972,,0,10.797,12.018,11.686,10.562,10.808
OCI Alamo 4  LLC,29.3289,-100.3839,,23.50018,77.92609,78.49,75.456,64.79,70.453
OCI Alamo 5 LLC,29.2167,-99.7161,,,11.192,216.411,229.113,196.766,198.211
OCI Alamo 7 LLC,33.04,-99.5525,,,,70.109,284.214,284.214,252.048
OCI Alamo Solar I Hybrid,29.2717,-98.4447,,56.043,72.61,0,70.789,63.178,55.743
OE_AZ1,33.7767,-113.6561,,,,,,,0.735
OE_GA3,31.1962,-84.1475,,,,,,,5.713
OR Solar 3  LLC,42.0223,-121.4189,,,,,0.041,22.14,24.888
OR Solar 5  LLC,42.0303,-121.6116,,,,,0,18.491,19.563
OR Solar 6  LLC,42.209,-120.3678,,,,,0.121,23.954,24.446
OR Solar 8  LLC,42.2389,-121.5858,,,,,,22.133,24.674
OSLH  LLC,44.061,-121.228,,,,0,19.906,20.838,20.896
Oak Street Solar,42.1486,-72.4969,,,,,,,0
Oakboro Farm,34.7958,-79.5383,,2.2600000000000000,9.245000000000000,9.358,9.746,8.372,7
Oceana Solar,36.7898,-76.0514,,,,,0.9430000000000000,27.425,32.768
Odyssey Solar,33.79,-81.266,,,,,6.122,18.454,17.777
Ohio Northern University Solar Site,40.7596,-83.8391,,,,0,3.0660000000000000,4.234,4.429
Old Bridge Solar Farm,40.4444,-74.2434,,,,,,4.126,13.837
Old Catawba PV 1,35.7117,-81.1342,,,0.072,6.465,6.019,5.639,5.965
Old Midville Solar,32.8207,-81.9818,,,,5.788,22.053,42.287,42.947
Old Mill Solar,42.2033,-121.0464,,,0,8.219,11.225,12.523,11.012
Old Pageland Monroe Road Solar Farm,34.9523,-80.4819,,,,10.062,10.211,9.347,9.256
Old Wardour Solar,42.2376,-72.0375,,,,7.172,7.0280000000000000,6.607,6.889
Old Wire Farm,34.8178,-79.5139,,,,0.445,11.058,9.767,10.147
OlivePV,41.7,-86.49,,,,2.5180000000000000,8.456,8.067,8.063
Onyx - Brockton Thatcher Landfill Solar CSG,42.0664,-70.9834,,,,,1.571,5.312,4.501
Open Range Solar Center  LLC,43.7968,-117.0653,,,,2.233,20.798000000000000,22.624,22.904
Orchard Ranch Solar,43.467,-116.285,,,,,37.186,47.739000000000000,48.438
Organ Church Solar,35.5256,-80.4511,,,,,,,9.371
Oriana Solar Farm,18.4729,-67.0443,,,,,,,
Orion Community Solar,45.5879,-94.4014,,,,,4.767,4.627,4.285
Orion Solar I,35.1507,-118.875,,18.182,30.684,30.567,28.127,25.633,27.156
Orion Solar II,35.1507,-118.8753,,9.541,20.57,19.668,17.272000000000000,17.577,7.718
Oro Loma,36.8768,-120.6676,,,,0,53.823,52.717,46.59
Osceola Solar Facility,28.0581,-81.2417,,,,3.254,5.841,6.33,6.514
Otero Solar,32.9764,-105.9711,0.918,18.476,17.81,18.555,18.69,17.968,17.236
Ouchchy PV1,36.0841,-79.2448,,,0.181,5.085,5.547,5.142,5.2010000000000000
Outback Solar At Christmas Valley,43.2369,-120.49,10.705,10.46,10.229000000000000,9.439,9.903,10.014,9.484
Owen Solar,35.5861,-81.3153,,,,6.051,9.684000000000000,9.154,9.593
PA Solar Park,40.8601,-75.8522,13.913460000000000,13.914,14.546000000000000,15.119,13.968,12.324,13.435
PVN Milliken  LLC,34.0384,-117.5658,,,,,2.4,4.543,5.023
Pacific Ethanol Madera Solar Array,36.9161,-119.9714,,,,,,1.973,9.257
Palmer,42.2038,-72.3254,,,,,,,0.87
Palmer Landfill,42.2166,-72.3155,,,,0,4.224,5.843,6.156
Palmer Solar Center,37.9672,-78.231,,,,,0.225,10.323,11.16
Palmetto Plains,33.3402,-80.6973,,,,,,,63.039
Paloma Solar Hybrid,33.0211,-112.6614,41.614000000000000,40.298,39.257,37.662,38.592,37.861000000000000,38.476
Pamlico Partners Solar,35.5011,-76.87,0,8.285,9.356,9.444,9.540000000000000,9.235,8.981
Panoche Valley Solar Farm,36.627,-120.879,,,,,,212.405,381.838
Paradise Solar Energy Center,39.8358,-75.2225,8.138,8.02,8.333,8.307,7.971,7.49,7.997
Parkland Landfill Solar,40.1275,-74.7108,,,11.802,11.737,11.856,11.484,12.751
Pasquotank,36.2647,-76.3061,,0.029,43.367000000000000,45.352000000000000,45.104,43.851,35.57
Pastime Farm  LLC,39.5209,-87.1816,,,0.003,9.72,9.321,9.104000000000000,8.727
Pasto Solar,42.21,-76.5238,,,,,,,3.386
Pate Farm,34.8167,-79.1994,,9.344,9.211,9.31,9.685,8.587,8.53
Pavant Solar  LLC,38.9605,-112.3633,,,1.3920000000000000,115.589,118.00200000000000,121.658,100.95
Pavant Solar II LLC,39.1625,-112.343,,,,8.284,119.175,121.56700000000000,115.08200000000000
Pavant Solar III,39.1545,-112.3598,,,,0.8310000000000000,48.018,50.512,48.133
Pawpaw Solar Plant,32.5729,-84.2568,,,,56.545,66.532,64.531,66.96600000000000
Payne Creek Solar,27.6646,-81.9642,,,,,,25.445,125.417
Paynesville Community Solar,45.4025,-94.7155,,,,0,8.226,8.685,5.414
Paynesville Solar,45.3929,-94.7212,,,,0,11.4,18.459,18.685
Peace Creek Solar,27.9133,-81.8101,,,,,,,87.98
Pearl CSG,42.9813,-78.2904,,,,,,,5.671
Pearl Solar,30.9878,-102.2683,,,,,33.277,110.398,104.303
Pecan Grove Solar  LLC,35.0677,-77.1852,,,,,,,1.123
Pecan PV1,34.9092,-79.8294,,0,9.75,9.542,10.272,9.096,8.878
Pecan Solar,36.481,-77.4812,,,,,,21.297,142.477
Pemberton Road I,39.9818,-74.6974,,,,,6.755,12.495000000000000,13.428
Pemberton Road II,39.9799,-74.7019,,,,,6.237,12.49,13.399000000000000
Pennsauken Solar,39.9894,-75.04,2.523,2.402,2.352,2.308,2.369,2.041,2.2920000000000000
Peony Solar,33.502,-81.254,,,,,,3.733,44.966
Perry Solar Facility,30.1193,-83.5601,,,,2.051,7.993,4.647,8.704
Pfizer Peapack Solar,40.7119,-74.6634,,,,1.244,10.108,9.515,10.165000000000000
Phantom Solar,31.115,-97.8451,,,,,16.976,23.798000000000000,20.674
Phelps 158 Solar Farm,36.4426,-77.1615,,,,,,8.104000000000000,9.16
Phoebe Solar,31.8434,-102.8683,,,,,,,191.401
Phoenix Solar South Farms LLC Solar Farm,40.0817,-88.2445,,,,,,,7.093
Picture Rocks Solar  LLC,32.3697,-111.2428,55.993,54.903,52.576,55.748000000000000,53.414,52.539,51.506
Pikeville Farm,35.4782,-77.9792,,,,,0.724,9.837,10.258000000000000
Pilesgrove,39.613,-75.3095,26.79138,27.184,27.967000000000000,28.465,25.876,25.649,26.446
Pinal Central Energy Center Hybrid,32.8757,-111.5511,,,,,,49.27933,59.895000000000000
Pine Island Solar,44.2066,-92.6636,,,,0,6.2250000000000000,9.233,6.6770000000000000
Pine Island Solar CSG,44.2201,-92.6543,,,,,4.734,5.96,5.211
Pine Ridge,35.0134,-98.4447,,,,,4.421,5.4670000000000000,4.781
Pine Tree Solar Project,35.2296,-118.1957,13.573,16.675,10.329,11.443,14.733,14.661,12.708
Pinesage,35.2208,-79.5191,,,,,,0,5.187
Pioneer Trail Solar Energy Center,29.08,-81.1,,,,,,,131.484
Playa Solar 1  LLC,36.408,-114.908,,,,,138.354,214.556,208.122
Playa Solar 2,36.408,-114.908,,,,,64.872,295.201,289.341
Plymouth Site 1,41.96,-70.7786,1.121,6.82407,6.757000000000000,7.5840000000000000,6.787,5.931,6.899
Plymouth Solar LLC,35.875,-76.7106,7.687,9.02,8.079,8.833,8.829,9.017,7.4590000000000000
Pocono Solar Project,41.061,-75.5149,3.952,3.918,3.352,3.9,3.142,2.61,3.72
Pollocksville Solar,34.998,-77.219,,,,0.018000000000000000,9.969,9.181000000000000,9.767
PopeSun CSG  LLC,45.6434,-95.5262,,,,,0,5.345,8.019
Port Allen Solar,21.9019,-159.5817,1.0110000000000000,1.11,1.125,10.692,11.055,11.696,11.121
Portal Ridge Solar B  LLC,34.7165,-118.2821,,,,,49.188,55.137,53.693
Portal Ridge Solar C  LLC,34.7141,-118.2739,,,,,23.67,30.239,30.566
Porter Solar,35.2167,-77.0743,,,1.5130000000000000,8.513,8.637,7.698,8.549
Porter Way Community Solar Garden,44.851,-93.7784,,,,,,4.432,4.199
Porterville 6 and 7,36.05,-119.02,,2.33,6.15,5.936,5.852,5.795,5.779
Porterville Solar,36.1028,-119.0397,,6.98,7.104,6.9750000000000000,6.714,6.715,6.595
Poseidon Solar  LLC,33.1606,-111.484,53.442,53.044000000000000,51.779,54.194,52.567,50.089,51.447
Prairie Fire,32.1164,-110.82,8.44,9.058,8.633000000000000,8.886000000000000,8.971,8.233,7.064
Prescott Airport,34.6584,-112.4008,4.692,4.926,4.392,5.432,4.518,5.542,5.21
Prescott Solar Plant,34.6494,-112.4275,26.61,26.611,25.573,26.142,25.266000000000000,14.562000000000000,23.469
Princeton,35.5044,-78.1922,,,2.982,9.658,2.628,8.944,7.319
Progress Solar 1  LLC,35.9481,-78.2508,6.414,6.494,6.3,6.473,6.601,6.078,5.839
Progress Solar II  LLC,34.4761,-79.0975,6.166,6.183,6.299,6.043,6.38,5.748,5.892
Progress Solar III  LLC,34.7142,-79.3539,6.312,6.439,6.058,6.325,6.291,5.896,6.087
Providence Solar,35.5783,-89.0478,,,,0,3.201,30.928,30.125
Puller Solar,37.5725,-76.4673,,,,,,3.3810000000000000,28.962
Pumpjack Solar I,35.3056,-119.6225,,,50.118,49.814,49.685,50.444,51.037
QVC Inc,35.9222,-77.6731,2.08,1.5110000000000000,1.3880000000000000,4.509,3.738,3.0580000000000000,5.198
Quakertown Solar Farm  LLC,40.5228,-74.9442,,,,,,1.195,13.457
Quarter Horse Solar,34.437,-77.642,,,,,,0.682,9.517
Queen Creek Solar Farm,33.2675,-111.6122,53.281,52.122,50.657000000000000,52.143,51.187,49.557,47.619
Quichapa 1,37.6582,-113.2167,,,,8.553,8.2,8.053,7.978
Quichapa 2,37.6668,-113.189,,,,8.553,8.09,7.957,7.9270000000000000
Quichapa 3,37.6498,-113.2369,,,,8.553,7.94,7.964,7.827
Quincy Solar,35.0717,-78.8078,,,0.091,5.997,5.284,5.364,5.626
Quinto Solar PV Project,37.1303,-121.0522,,,25.92,280.955,280.05417,283.8,258.796
Quitman Solar,30.849,-83.6433,,,,,,,19.146
Quittacas Pond Solar,41.7819,-70.9133,0,0,0,5.784,5.335,5.003,5.64
RCWD PV Project,33.5226,-117.1815,,,,5.203,9.03,10.647,10.058
RE Adams East  LLC,36.6175,-120.2908,,1.541,51.046,49.881,50.367000000000000,51,49.489000000000000
RE Ajo 1 LLC,32.367,-112.8314,10.237,10.209,9.22,9.224,8.488,10.135,8.492
RE Astoria,34.8442,-118.4585,,,,103.305,270.962,287.883,282.607
RE Astoria 2,34.8366,-118.4802,,,,53.897,211.397,229.29,215.285
RE Bagdad Solar I LLC,34.5858,-113.1772,34.349000000000000,35.365,34.116,34.86,34.132,34.344,32.686
RE Barren Ridge 1,35.2047,-118.0687,,,,92.126,177.969,177.061,163.388
RE Bruceville 1 LLC,38.3475,-121.4128,12.92,11.564,11.895,12.08,11.16,11.418000000000000,10.922
RE Bruceville 2 LLC,38.3475,-121.4128,12.971,11.841000000000000,12.027000000000000,11.939,11.936,11.913,11.163
RE Bruceville 3 LLC,38.3475,-121.4128,13.131,11.651,12.092,12.067,10.797,11.879,11.323
RE Camelot LLC,35.0267,-118.1856,,,129.017,131.769,126.81,130.206,123.688
RE Columbia 3 LLC,35.0247,-118.1642,,26.586000000000000,25.794,26.45,25.247,25.18,22.88
RE Columbia Two  LLC,35.0267,-118.1856,,1.858,43.141,44.24,42.068,41.08,41.974000000000000
RE Dillard 1 LLC,38.4686,-121.1819,7.841,7.239,6.978,7.106,6.8340000000000000,5.732,5.338
RE Dillard 2 LLC,38.4661,-121.1778,7.781000000000000,6.982,7.0120000000000000,7.006,6.808,4.228,4.878
RE Dillard 3 LLC,38.4619,-121.1803,7.619,6.922,6.978,6.962,6.82,6.0520000000000000,6.21
RE Garland,34.8253,-118.525,,,,54.915,547.392,526.335,475.44
RE Garland A,34.8215,-118.4974,,,,21.784,58.853,74.122,57.637
RE Gillespie 1 LLC,33.0264,-112.6658,0.095,44.651,42.787,44.136,42.481,41.594,43.25
RE Kammerer 1 LLC,38.3651,-121.3811,13.013,11.988,12.306000000000000,12.11,11.158,11.786,11.289
RE Kammerer 2 LLC,38.3651,-121.3811,13.222,11.886000000000000,12.145,11.964,11.373000000000000,12.212,11.716000000000000
RE Kammerer 3 LLC,38.3651,-121.3811,13.084,0.841,12.272,11.967,11.55,12.054,11.587
RE Kansas Solar  LLC,36.2478,-119.8339,,1.877,49.984,53.739000000000000,53.386,52.552,49.643
RE Kansas South LLC,36.2261,-119.8342,30.769000000000000,53.069,52.582,53.052,46.267,49.091,49.016
RE Kent South  LLC,36.2261,-119.9053,,1.298,53.78,53.478,53.160000000000000,51.99,51.42
RE McKenzie 1 LLC,38.3026,-121.2958,13.135,12.251,12.233,12.316,11.848,11.75,12.063
RE McKenzie 2 LLC,38.3026,-121.2958,12.917,12.143,12.27,12.298,11.932,12.381,12.105
RE McKenzie 3 LLC,38.3026,-121.2958,13.129,11.753,12.241,12.358,11.33,12.485,11.946
RE McKenzie 4 LLC,38.3026,-121.2958,12.858,12.301,12.276,12,11.814,12.313,12.003
RE McKenzie 5 LLC,38.3026,-121.2958,13.061,12.244,12.287,12.433,11.005,12.458,12.147
RE McKenzie 6 LLC,38.3026,-121.2958,12.929,12.281,12.316,12.371,12.019,12.345,11.915000000000000
RE Mustang LLC,36.2217,-119.9031,,,,211.657,264.833,259.071,247.175
RE Old River One  LLC,35.2233,-119.0889,,0.9,50.834,51.088,51.117000000000000,49.959,49.619
RE Rio Grande Solar LLC,35.0074,-118.1645,0.325,11.845,11.364,11.591000000000000,11.718,11.414,10.505
RE Rosamond One LLC,34.9,-118.2469,,59.52,49.364000000000000,59.218,57.672000000000000,59.791000000000000,57.203
RE Rosamond Two LLC,34.9003,-118.2383,,51.088,58.343,50.132,49.550000000000000,49.073,44.718
RE Roserock,30.9602,-103.3067,,,,26.825,396.39,252.285,384.95
RE Tranquillity,36.5814,-120.4045,,,,207.829,455.431,501.819,493.365
RE Victor Phelan Solar One LLC,34.5123,-117.4775,2.223,51.388,47.693,49.702,47.22,47.193,43.498
RP-Orlando  LLC,28.4889,-81.1822,9.57,9.299,9.206,9.839,9.156,9.344,8.654
RT 52 Walden Solar 1  LLC Hybrid,41.5841,-74.2163,,,,,,,0
RV CSU Power II LLC,40.5928,-105.1471,4.5760000000000000,3.6270000000000000,4.4110000000000000,5.093,4.734,4.4190000000000000,4.579
Raeford Farm,34.9689,-79.2119,9.019,9.037,8.994,9.275,9.527000000000000,8.8,8.932
Railroad Farm,34.82,-78.9708,9.186,8.998,8.783,9.25,9.038,8.501,8.495000000000000
Railroad Farm 2,34.8079,-78.9505,,,,10.056000000000000,10.364,9.419,9.473
Railroad Solar Center  LLC,43.998,-117.1012,,,,0.23,9.369,10.131,10.073
Railroad Solar Farm  LLC,34.6806,-79.185,,,,,,,6.479
Ramona 2,33.0122,-116.875,0.106,10.57,11.765,11.767,8.61,9.258000000000000,9.318
Ramona Solar Energy,33.0185,-116.8607,,,,,6.49,7.774,6.716
Rams Horn Solar Center LLC,35.64,-77.3161,,0.08,8.758000000000000,9.244,9.120000000000000,8.558,8.629
Ranchland Solar  LLC,36.4726,-76.1541,,,,,,87.53941,122.45
Rancho Seco Solar  LLC,38.3399,-121.1145,,,,7.881,23.68,24.240000000000000,22.725
Randolph,42.1776,-71.0774,,,,,0.593,5.602,6.298
Randolph CSG PV1-5,44.5277,-92.9721,,,,,,,3.005
Rankin Solar Center  LLC,34.2345,-79.6551,,,,,,,0
Ransomville Solar 1  LLC,43.1994,-78.9498,,,,,,,0
Raritan Solar,40.4642,-74.8579,,,,9.136000000000000,12.592,8.633000000000000,12.565
Raritan Solar - 53 Highway,40.4539,-74.863,,,,,,6.916,12.238
Red Hill Solar Center  LLC,36.4044,-78.1411,,0.001,8.912,9.319,9.081,8.426,8.558
Red Horse 2,32.2861,-110.0881,,,77.03,220.108,214.236,226.106,213.103
Red Horse III,32.136,-110.0513,,,,38.278,79.348,81.22800000000000,75.653
Red Maple Solar,44.3194,-93.899,,,,,,2.165,4.633
Red Oak Solar Farm  LLC,35.993,-77.9335,,,,0.358,9.253,9.65,9.868
Red Rock,32.551,-111.2892,,,,,114.733,120.005,116.169
Red Wing Community Solar,44.5351,-92.5161,,,,0.069,7.347,7.3420000000000000,6.687
Redbrook Community Solar 1,41.8291,-70.6148,,,,,0.541,6.474,6.421
Redcrest Solar Farm,35.3219,-118.8128,,,1.59,40.454,40.42,38.51,40.481
Redstone Arsenal Hybrid,34.611,-86.6116,,,,,0.87124,17.621000000000000,18.111
Redwood 4 Solar Farm,35.3142,-118.8119,,,,,0.38,101.965,50.469
Reeves Station Rd East,39.9283,-74.8144,9.103,8.66,8.913,8.852,8.072000000000000,8.052,8.65
Regulus Solar Project,35.3,-118.8519,,11.168000000000000,166.017,150.982,154.393,162.555,157.475
Remington Solar Facility,38.5483,-77.7764,,,,,6.885,35.343,34.188
Rengstorf Solar CSG,44.2595,-94.2891,,,,,0.665,8.889,8.2
Rensselaer Solar Site 2,40.9498,-87.1482,,,,,,0.161,7.056
Richardson Solar,33.2777,-81.3517,,,,,,,4.096
Richland Solar Center,32.638,-83.3789,,,2.237,46.994,41.209,40.189,42.832
Richmond CSG,45.4586,-94.5138,,,,,0.5700000000000000,7.785,7.9910000000000000
Richmond NMCA,41.4402,-71.7154,,,,,,0,4.812
Richmond Solar Park 3,39.839,-84.8256,,,,,,,0.001
Richmond Solar Site 2,39.8335,-84.8162,,,,,,0.25,13.252
Ridgeland Solar Project,32.465,-80.961,,,,,12.983,20.141000000000000,19.794
Riley Road LLC,41.4691,-74.0784,,,,,,,1.465
Rincon Solar I,32.2929,-81.2844,,,,4.963,35.877,31.869,29.822
Rinehart,28.7706,-81.3533,2.376,2.257,0.259,0.502,0,0,0
Rio Bravo Solar 1 LLC,35.4161,-119.6825,,,,0.7010000000000000,53.792,52.316,49.064
Rio Bravo Solar II LLC,35.4225,-119.6292,,,,0.107,53.602000000000000,51.987,49.592
Rio Communities Solar Energy Center,34.5826,-106.683,,,0.273,23.59,24.101,23.515,24.138
Rio De Oro Solar Energy Center,34.692,-106.688,,,,,,,12.083
Rio Rancho Solar Energy Center,35.1048,-106.4824,,,,,,,1.3464
Rio Rico Solar,31.5,-111.0081,,8.179,10.279,11.951,11.259,11.252,11.273
River Bend Solar  LLC,34.8315,-87.8422,,,,31.261,150.174,148.016,149.488
River Mountains Solar,36.0316,-114.9294,,,,34.985,35.067,34.051,33.79
River Road Solar  LLC,36.351,-76.842,,,,1.933,8.142,7.833,5.57
River Terminal Development Solar,40.7278,-74.1142,,,,3.072,3.3120000000000000,3.291,3.363
Riverhead Solar Farm,40.923,-72.7645,,,,,,,15.879
Riverside Renewable Energy LLC,39.9031,-75.1258,9.736,9.042,10.189,10.535,9.772,9.623,10.375
Roadrunner Solar,31.7928,-106.6733,52.977000000000000,51.428000000000000,50.526,52.367000000000000,52.234,49.503,51.221000000000000
